"domain","year","hospital_name","region","service_line","sex","age_band","activity"
"community",2020,"Hospital one","East","Urology","Female","M.060-064",505454
"community",2020,"Hospital one","East","Urology","Female","N.065-069",470625
"community",2020,"Hospital one","East","Urology","Female","O.070-074",736026
"community",2020,"Hospital one","East","Urology","Female","P.075-079",609066
"community",2020,"Hospital one","East","Urology","Female","Q.080-084",522064
"community",2020,"Hospital one","East","Urology","Female","R.085+",437358
"community",2020,"Hospital one","East","Urology","Male","A.000-004",150668
"community",2020,"Hospital one","East","Urology","Male","B.005-009",117684
"community",2020,"Hospital one","East","Urology","Male","C.010-014",122472
"community",2020,"Hospital one","East","Urology","Male","D.015-019",102197
"community",2020,"Hospital one","East","Urology","Male","E.020-024",118105
"community",2020,"Hospital one","East","Urology","Male","F.025-029",147338
"community",2020,"Hospital one","East","Urology","Male","G.030-034",177303
"community",2020,"Hospital one","East","Urology","Male","H.035-039",176453
"community",2020,"Hospital one","East","Urology","Male","I.040-044",206861
"community",2020,"Hospital one","East","Urology","Male","J.045-049",238533
"community",2020,"Hospital one","East","Urology","Male","K.050-054",335351
"community",2020,"Hospital one","East","Urology","Male","L.055-059",441538
"community",2020,"Hospital one","East","Urology","Male","M.060-064",431456
"community",2020,"Hospital one","East","Urology","Male","N.065-069",427711
"community",2020,"Hospital one","East","Urology","Male","O.070-074",685249
"community",2020,"Hospital one","East","Urology","Male","P.075-079",550776
"community",2020,"Hospital one","East","Urology","Male","Q.080-084",432057
"community",2020,"Hospital one","East","Urology","Male","R.085+",455647
"community",2020,"Hospital one","West","Cardiology","Female","A.000-004",192265
"community",2020,"Hospital one","West","Cardiology","Female","B.005-009",183176
"community",2020,"Hospital one","West","Cardiology","Female","C.010-014",194371
"community",2020,"Hospital one","West","Cardiology","Female","D.015-019",166035
"community",2020,"Hospital one","West","Cardiology","Female","E.020-024",204924
"community",2020,"Hospital one","West","Cardiology","Female","F.025-029",255929
"community",2020,"Hospital one","West","Cardiology","Female","G.030-034",250869
"community",2020,"Hospital one","West","Cardiology","Female","H.035-039",278929
"community",2020,"Hospital one","West","Cardiology","Female","I.040-044",373329
"community",2020,"Hospital one","West","Cardiology","Female","J.045-049",455306
"community",2020,"Hospital one","West","Cardiology","Female","K.050-054",658447
"community",2020,"Hospital one","West","Cardiology","Female","L.055-059",606708
"community",2020,"Hospital one","West","Cardiology","Female","M.060-064",651222
"community",2020,"Hospital one","West","Cardiology","Female","N.065-069",767320
"community",2020,"Hospital one","West","Cardiology","Female","O.070-074",1150590
"community",2020,"Hospital one","West","Cardiology","Female","P.075-079",716436
"community",2020,"Hospital one","West","Cardiology","Female","Q.080-084",834355
"community",2020,"Hospital one","West","Cardiology","Female","R.085+",741045
"community",2020,"Hospital one","West","Cardiology","Male","A.000-004",225516
"community",2020,"Hospital one","West","Cardiology","Male","B.005-009",170777
"community",2020,"Hospital one","West","Cardiology","Male","C.010-014",196673
"community",2020,"Hospital one","West","Cardiology","Male","D.015-019",198262
"community",2020,"Hospital one","West","Cardiology","Male","E.020-024",206062
"community",2020,"Hospital one","West","Cardiology","Male","F.025-029",209790
"community",2020,"Hospital one","West","Cardiology","Male","G.030-034",250733
"community",2020,"Hospital one","West","Cardiology","Male","H.035-039",283743
"community",2020,"Hospital one","West","Cardiology","Male","I.040-044",334181
"community",2020,"Hospital one","West","Cardiology","Male","J.045-049",414895
"community",2020,"Hospital one","West","Cardiology","Male","K.050-054",473979
"community",2020,"Hospital one","West","Cardiology","Male","L.055-059",653573
"community",2020,"Hospital one","West","Cardiology","Male","M.060-064",641613
"community",2020,"Hospital one","West","Cardiology","Male","N.065-069",773257
"community",2020,"Hospital one","West","Cardiology","Male","O.070-074",1084180
"community",2020,"Hospital one","West","Cardiology","Male","P.075-079",905812
"community",2020,"Hospital one","West","Cardiology","Male","Q.080-084",713000
"community",2020,"Hospital one","West","Cardiology","Male","R.085+",566751
"community",2020,"Hospital one","West","Dermatology","Female","A.000-004",236166
"community",2020,"Hospital one","West","Dermatology","Female","B.005-009",193675
"community",2020,"Hospital one","West","Dermatology","Female","C.010-014",229436
"community",2020,"Hospital one","West","Dermatology","Female","D.015-019",215757
"community",2020,"Hospital one","West","Dermatology","Female","E.020-024",265967
"community",2020,"Hospital one","West","Dermatology","Female","F.025-029",286513
"community",2020,"Hospital one","West","Dermatology","Female","G.030-034",336015
"community",2020,"Hospital one","West","Dermatology","Female","H.035-039",352464
"community",2020,"Hospital one","West","Dermatology","Female","I.040-044",434750
"community",2020,"Hospital one","West","Dermatology","Female","J.045-049",564367
"community",2020,"Hospital one","West","Dermatology","Female","K.050-054",680350
"community",2020,"Hospital one","West","Dermatology","Female","L.055-059",686308
"community",2020,"Hospital one","West","Dermatology","Female","M.060-064",719743
"community",2020,"Hospital one","West","Dermatology","Female","N.065-069",922284
"community",2020,"Hospital one","West","Dermatology","Female","O.070-074",1154386
"community",2020,"Hospital one","West","Dermatology","Female","P.075-079",871075
"community",2020,"Hospital one","West","Dermatology","Female","Q.080-084",832968
"community",2020,"Hospital one","West","Dermatology","Female","R.085+",814204
"community",2020,"Hospital one","West","Dermatology","Male","A.000-004",226532
"community",2020,"Hospital one","West","Dermatology","Male","B.005-009",231778
"community",2020,"Hospital one","West","Dermatology","Male","C.010-014",215833
"community",2020,"Hospital one","West","Dermatology","Male","D.015-019",231943
"community",2020,"Hospital one","West","Dermatology","Male","E.020-024",203933
"community",2020,"Hospital one","West","Dermatology","Male","F.025-029",224354
"community",2020,"Hospital one","West","Dermatology","Male","G.030-034",274121
"community",2020,"Hospital one","West","Dermatology","Male","H.035-039",413468
"community",2020,"Hospital one","West","Dermatology","Male","I.040-044",400411
"community",2020,"Hospital one","West","Dermatology","Male","J.045-049",556940
"community",2020,"Hospital one","West","Dermatology","Male","K.050-054",721657
"community",2020,"Hospital one","West","Dermatology","Male","L.055-059",846780
"community",2020,"Hospital one","West","Dermatology","Male","M.060-064",841134
"community",2020,"Hospital one","West","Dermatology","Male","N.065-069",804915
"community",2020,"Hospital one","West","Dermatology","Male","O.070-074",1217764
"community",2020,"Hospital one","West","Dermatology","Male","P.075-079",944481
"community",2020,"Hospital one","West","Dermatology","Male","Q.080-084",888024
"community",2020,"Hospital one","West","Dermatology","Male","R.085+",755938
"community",2020,"Hospital one","West","Diabetes","Female","A.000-004",97642
"community",2020,"Hospital one","West","Diabetes","Female","B.005-009",74288
"community",2020,"Hospital one","West","Diabetes","Female","C.010-014",65247
"community",2020,"Hospital one","West","Diabetes","Female","D.015-019",76419
"community",2020,"Hospital one","West","Diabetes","Female","E.020-024",75778
"community",2020,"Hospital one","West","Diabetes","Female","F.025-029",95662
"community",2020,"Hospital one","West","Diabetes","Female","G.030-034",104119
"community",2020,"Hospital one","West","Diabetes","Female","H.035-039",136221
"community",2020,"Hospital one","West","Diabetes","Female","I.040-044",141485
"community",2020,"Hospital one","West","Diabetes","Female","J.045-049",178675
"community",2020,"Hospital one","West","Diabetes","Female","K.050-054",233031
"community",2020,"Hospital one","West","Diabetes","Female","L.055-059",273173
"community",2020,"Hospital one","West","Diabetes","Female","M.060-064",302910
"community",2020,"Hospital one","West","Diabetes","Female","N.065-069",348121
"community",2020,"Hospital one","West","Diabetes","Female","O.070-074",395727
"community",2020,"Hospital one","West","Diabetes","Female","P.075-079",281872
"community",2020,"Hospital one","West","Diabetes","Female","Q.080-084",309156
"community",2020,"Hospital one","West","Diabetes","Female","R.085+",321673
"community",2020,"Hospital one","West","Diabetes","Male","A.000-004",70803
"community",2020,"Hospital one","West","Diabetes","Male","B.005-009",86007
"community",2020,"Hospital one","West","Diabetes","Male","C.010-014",89043
"community",2020,"Hospital one","West","Diabetes","Male","D.015-019",70316
"community",2020,"Hospital one","West","Diabetes","Male","E.020-024",87113
"community",2020,"Hospital one","West","Diabetes","Male","F.025-029",87888
"community",2020,"Hospital one","West","Diabetes","Male","G.030-034",124061
"community",2020,"Hospital one","West","Diabetes","Male","H.035-039",140350
"community",2020,"Hospital one","West","Diabetes","Male","I.040-044",135597
"community",2020,"Hospital one","West","Diabetes","Male","J.045-049",173640
"community",2020,"Hospital one","West","Diabetes","Male","K.050-054",293133
"community",2020,"Hospital one","West","Diabetes","Male","L.055-059",249557
"community",2020,"Hospital one","West","Diabetes","Male","M.060-064",279200
"community",2020,"Hospital one","West","Diabetes","Male","N.065-069",312499
"community",2020,"Hospital one","West","Diabetes","Male","O.070-074",340785
"community",2020,"Hospital one","West","Diabetes","Male","P.075-079",389596
"community",2020,"Hospital one","West","Diabetes","Male","Q.080-084",264161
"community",2020,"Hospital one","West","Diabetes","Male","R.085+",242119
"community",2020,"Hospital one","West","Respiratory","Female","A.000-004",37502
"community",2020,"Hospital one","West","Respiratory","Female","B.005-009",38575
"community",2020,"Hospital one","West","Respiratory","Female","C.010-014",40894
"community",2020,"Hospital one","West","Respiratory","Female","D.015-019",33906
"community",2020,"Hospital one","West","Respiratory","Female","E.020-024",44100
"community",2020,"Hospital one","West","Respiratory","Female","F.025-029",49477
"community",2020,"Hospital one","West","Respiratory","Female","G.030-034",48360
"community",2020,"Hospital one","West","Respiratory","Female","H.035-039",61422
"community",2020,"Hospital one","West","Respiratory","Female","I.040-044",71836
"community",2020,"Hospital one","West","Respiratory","Female","J.045-049",80334
"community",2020,"Hospital one","West","Respiratory","Female","K.050-054",121886
"community",2020,"Hospital one","West","Respiratory","Female","L.055-059",126525
"community",2020,"Hospital one","West","Respiratory","Female","M.060-064",151670
"community",2020,"Hospital one","West","Respiratory","Female","N.065-069",151348
"community",2020,"Hospital one","West","Respiratory","Female","O.070-074",228446
"community",2020,"Hospital one","West","Respiratory","Female","P.075-079",188947
"community",2020,"Hospital one","West","Respiratory","Female","Q.080-084",149397
"community",2020,"Hospital one","West","Respiratory","Female","R.085+",149455
"community",2020,"Hospital one","West","Respiratory","Male","A.000-004",34317
"community",2020,"Hospital one","West","Respiratory","Male","B.005-009",38128
"community",2020,"Hospital one","West","Respiratory","Male","C.010-014",31260
"community",2020,"Hospital one","West","Respiratory","Male","D.015-019",43027
"community",2020,"Hospital one","West","Respiratory","Male","E.020-024",37222
"community",2020,"Hospital one","West","Respiratory","Male","F.025-029",49993
"community",2020,"Hospital one","West","Respiratory","Male","G.030-034",48142
"community",2020,"Hospital one","West","Respiratory","Male","H.035-039",67657
"community",2020,"Hospital one","West","Respiratory","Male","I.040-044",59281
"community",2020,"Hospital one","West","Respiratory","Male","J.045-049",93790
"community",2020,"Hospital one","West","Respiratory","Male","K.050-054",135217
"community",2020,"Hospital one","West","Respiratory","Male","L.055-059",162374
"community",2020,"Hospital one","West","Respiratory","Male","M.060-064",159089
"community",2020,"Hospital one","West","Respiratory","Male","N.065-069",181535
"community",2020,"Hospital one","West","Respiratory","Male","O.070-074",196879
"community",2020,"Hospital one","West","Respiratory","Male","P.075-079",177044
"community",2020,"Hospital one","West","Respiratory","Male","Q.080-084",156270
"community",2020,"Hospital one","West","Respiratory","Male","R.085+",129766
"community",2020,"Hospital one","West","Rheumatology","Female","A.000-004",156483
"community",2020,"Hospital one","West","Rheumatology","Female","B.005-009",148883
"community",2020,"Hospital one","West","Rheumatology","Female","C.010-014",113812
"community",2020,"Hospital one","West","Rheumatology","Female","D.015-019",130118
"community",2020,"Hospital one","West","Rheumatology","Female","E.020-024",167767
"community",2020,"Hospital one","West","Rheumatology","Female","F.025-029",191709
"community",2020,"Hospital one","West","Rheumatology","Female","G.030-034",215534
"community",2020,"Hospital one","West","Rheumatology","Female","H.035-039",235477
"community",2020,"Hospital one","West","Rheumatology","Female","I.040-044",235238
"community",2020,"Hospital one","West","Rheumatology","Female","J.045-049",329597
"community",2020,"Hospital one","West","Rheumatology","Female","K.050-054",459392
"community",2020,"Hospital one","West","Rheumatology","Female","L.055-059",515777
"community",2020,"Hospital one","West","Rheumatology","Female","M.060-064",521317
"community",2020,"Hospital one","West","Rheumatology","Female","N.065-069",728342
"community",2020,"Hospital one","West","Rheumatology","Female","O.070-074",822473
"community",2020,"Hospital one","West","Rheumatology","Female","P.075-079",882984
"community",2020,"Hospital one","West","Rheumatology","Female","Q.080-084",639708
"community",2020,"Hospital one","West","Rheumatology","Female","R.085+",526334
"community",2020,"Hospital one","West","Rheumatology","Male","A.000-004",157517
"community",2020,"Hospital one","West","Rheumatology","Male","B.005-009",124263
"community",2020,"Hospital one","West","Rheumatology","Male","C.010-014",137349
"community",2020,"Hospital one","West","Rheumatology","Male","D.015-019",132300
"community",2020,"Hospital one","West","Rheumatology","Male","E.020-024",129079
"community",2020,"Hospital one","West","Rheumatology","Male","F.025-029",193686
"community",2020,"Hospital one","West","Rheumatology","Male","G.030-034",194549
"community",2020,"Hospital one","West","Rheumatology","Male","H.035-039",248666
"community",2020,"Hospital one","West","Rheumatology","Male","I.040-044",256983
"community",2020,"Hospital one","West","Rheumatology","Male","J.045-049",354753
"community",2020,"Hospital one","West","Rheumatology","Male","K.050-054",319693
"community",2020,"Hospital one","West","Rheumatology","Male","L.055-059",511261
"community",2020,"Hospital one","West","Rheumatology","Male","M.060-064",616581
"community",2020,"Hospital one","West","Rheumatology","Male","N.065-069",637230
"community",2020,"Hospital one","West","Rheumatology","Male","O.070-074",776071
"community",2020,"Hospital one","West","Rheumatology","Male","P.075-079",560837
"community",2020,"Hospital one","West","Rheumatology","Male","Q.080-084",563727
"community",2020,"Hospital one","West","Rheumatology","Male","R.085+",531898
"community",2020,"Hospital one","West","Urology","Female","A.000-004",137837
"community",2020,"Hospital one","West","Urology","Female","B.005-009",142188
"community",2020,"Hospital one","West","Urology","Female","C.010-014",116873
"community",2020,"Hospital one","West","Urology","Female","D.015-019",140875
"community",2020,"Hospital one","West","Urology","Female","E.020-024",142615
"community",2020,"Hospital one","West","Urology","Female","F.025-029",153717
"community",2020,"Hospital one","West","Urology","Female","G.030-034",216361
"community",2020,"Hospital one","West","Urology","Female","H.035-039",220349
"community",2020,"Hospital one","West","Urology","Female","I.040-044",274324
"community",2020,"Hospital one","West","Urology","Female","J.045-049",285502
"community",2020,"Hospital one","West","Urology","Female","K.050-054",468834
"community",2020,"Hospital one","West","Urology","Female","L.055-059",472694
"community",2020,"Hospital one","West","Urology","Female","M.060-064",541683
"community",2020,"Hospital one","West","Urology","Female","N.065-069",558684
"community",2020,"Hospital one","West","Urology","Female","O.070-074",731929
"community",2020,"Hospital one","West","Urology","Female","P.075-079",769350
"community",2020,"Hospital one","West","Urology","Female","Q.080-084",581746
"community",2020,"Hospital one","West","Urology","Female","R.085+",491655
"community",2020,"Hospital one","West","Urology","Male","A.000-004",145266
"community",2020,"Hospital one","West","Urology","Male","B.005-009",123255
"community",2020,"Hospital one","West","Urology","Male","C.010-014",131853
"community",2020,"Hospital one","West","Urology","Male","D.015-019",164514
"community",2020,"Hospital one","West","Urology","Male","E.020-024",184678
"community",2020,"Hospital one","West","Urology","Male","F.025-029",180203
"community",2020,"Hospital one","West","Urology","Male","G.030-034",223230
"community",2020,"Hospital one","West","Urology","Male","H.035-039",231217
"community",2020,"Hospital one","West","Urology","Male","I.040-044",209823
"community",2020,"Hospital one","West","Urology","Male","J.045-049",336519
"community",2020,"Hospital one","West","Urology","Male","K.050-054",372958
"community",2020,"Hospital one","West","Urology","Male","L.055-059",447806
"community",2020,"Hospital one","West","Urology","Male","M.060-064",551712
"community",2020,"Hospital one","West","Urology","Male","N.065-069",734726
"community",2020,"Hospital one","West","Urology","Male","O.070-074",773797
"community",2020,"Hospital one","West","Urology","Male","P.075-079",567113
"community",2020,"Hospital one","West","Urology","Male","Q.080-084",448096
"community",2020,"Hospital one","West","Urology","Male","R.085+",542982
"community",2020,"Hospital two","North","Cardiology","Female","A.000-004",146220
"community",2020,"Hospital two","North","Cardiology","Female","B.005-009",107298
"community",2020,"Hospital two","North","Cardiology","Female","C.010-014",131239
"community",2020,"Hospital two","North","Cardiology","Female","D.015-019",126011
"community",2020,"Hospital two","North","Cardiology","Female","E.020-024",127011
"community",2020,"Hospital two","North","Cardiology","Female","F.025-029",144434
"community",2020,"Hospital two","North","Cardiology","Female","G.030-034",176930
"community",2020,"Hospital two","North","Cardiology","Female","H.035-039",199370
"community",2020,"Hospital two","North","Cardiology","Female","I.040-044",235103
"community",2020,"Hospital two","North","Cardiology","Female","J.045-049",292372
"community",2020,"Hospital two","North","Cardiology","Female","K.050-054",374679
"community",2020,"Hospital two","North","Cardiology","Female","L.055-059",389778
"community",2020,"Hospital two","North","Cardiology","Female","M.060-064",390024
"community",2020,"Hospital two","North","Cardiology","Female","N.065-069",563974
"community",2020,"Hospital two","North","Cardiology","Female","O.070-074",733320
"community",2020,"Hospital two","North","Cardiology","Female","P.075-079",559352
"community",2020,"Hospital two","North","Cardiology","Female","Q.080-084",388354
"community",2020,"Hospital two","North","Cardiology","Female","R.085+",413017
"community",2020,"Hospital two","North","Cardiology","Male","A.000-004",130765
"community",2020,"Hospital two","North","Cardiology","Male","B.005-009",128839
"community",2020,"Hospital two","North","Cardiology","Male","C.010-014",129652
"community",2020,"Hospital two","North","Cardiology","Male","D.015-019",121514
"community",2020,"Hospital two","North","Cardiology","Male","E.020-024",126507
"community",2020,"Hospital two","North","Cardiology","Male","F.025-029",143407
"community",2020,"Hospital two","North","Cardiology","Male","G.030-034",182154
"community",2020,"Hospital two","North","Cardiology","Male","H.035-039",196678
"community",2020,"Hospital two","North","Cardiology","Male","I.040-044",207040
"community",2020,"Hospital two","North","Cardiology","Male","J.045-049",302262
"community",2020,"Hospital two","North","Cardiology","Male","K.050-054",399971
"community",2020,"Hospital two","North","Cardiology","Male","L.055-059",451282
"community",2020,"Hospital two","North","Cardiology","Male","M.060-064",426638
"community",2020,"Hospital two","North","Cardiology","Male","N.065-069",509679
"community",2020,"Hospital two","North","Cardiology","Male","O.070-074",603585
"community",2020,"Hospital two","North","Cardiology","Male","P.075-079",604515
"community",2020,"Hospital two","North","Cardiology","Male","Q.080-084",515364
"community",2020,"Hospital two","North","Cardiology","Male","R.085+",433287
"community",2020,"Hospital two","North","Dermatology","Female","A.000-004",171692
"community",2020,"Hospital two","North","Dermatology","Female","B.005-009",118039
"community",2020,"Hospital two","North","Dermatology","Female","C.010-014",161141
"community",2020,"Hospital two","North","Dermatology","Female","D.015-019",127133
"community",2020,"Hospital two","North","Dermatology","Female","E.020-024",112483
"community",2020,"Hospital two","North","Dermatology","Female","F.025-029",179475
"community",2020,"Hospital two","North","Dermatology","Female","G.030-034",202030
"community",2020,"Hospital two","North","Dermatology","Female","H.035-039",229679
"community",2020,"Hospital two","North","Dermatology","Female","I.040-044",232908
"community",2020,"Hospital two","North","Dermatology","Female","J.045-049",279509
"community",2020,"Hospital two","North","Dermatology","Female","K.050-054",469183
"community",2020,"Hospital two","North","Dermatology","Female","L.055-059",394484
"community",2020,"Hospital two","North","Dermatology","Female","M.060-064",552358
"community",2020,"Hospital two","North","Dermatology","Female","N.065-069",667579
"community",2020,"Hospital two","North","Dermatology","Female","O.070-074",762316
"community",2020,"Hospital two","North","Dermatology","Female","P.075-079",726382
"community",2020,"Hospital two","North","Dermatology","Female","Q.080-084",599284
"community",2020,"Hospital two","North","Dermatology","Female","R.085+",578883
"community",2020,"Hospital two","North","Dermatology","Male","A.000-004",177225
"community",2020,"Hospital two","North","Dermatology","Male","B.005-009",142658
"community",2020,"Hospital two","North","Dermatology","Male","C.010-014",149686
"community",2020,"Hospital two","North","Dermatology","Male","D.015-019",173361
"community",2020,"Hospital two","North","Dermatology","Male","E.020-024",107451
"community",2020,"Hospital two","North","Dermatology","Male","F.025-029",178615
"community",2020,"Hospital two","North","Dermatology","Male","G.030-034",220756
"community",2020,"Hospital two","North","Dermatology","Male","H.035-039",203503
"community",2020,"Hospital two","North","Dermatology","Male","I.040-044",235484
"community",2020,"Hospital two","North","Dermatology","Male","J.045-049",299518
"community",2020,"Hospital two","North","Dermatology","Male","K.050-054",522907
"community",2020,"Hospital two","North","Dermatology","Male","L.055-059",550556
"community",2020,"Hospital two","North","Dermatology","Male","M.060-064",551950
"community",2020,"Hospital two","North","Dermatology","Male","N.065-069",633065
"community",2020,"Hospital two","North","Dermatology","Male","O.070-074",696765
"community",2020,"Hospital two","North","Dermatology","Male","P.075-079",616958
"community",2020,"Hospital two","North","Dermatology","Male","Q.080-084",494418
"community",2020,"Hospital two","North","Dermatology","Male","R.085+",584478
"community",2020,"Hospital two","North","Diabetes","Female","A.000-004",60889
"community",2020,"Hospital two","North","Diabetes","Female","B.005-009",45298
"community",2020,"Hospital two","North","Diabetes","Female","C.010-014",40747
"community",2020,"Hospital two","North","Diabetes","Female","D.015-019",49951
"community",2020,"Hospital two","North","Diabetes","Female","E.020-024",58587
"community",2020,"Hospital two","North","Diabetes","Female","F.025-029",73975
"community",2020,"Hospital two","North","Diabetes","Female","G.030-034",81413
"community",2020,"Hospital two","North","Diabetes","Female","H.035-039",92780
"community",2020,"Hospital two","North","Diabetes","Female","I.040-044",87665
"community",2020,"Hospital two","North","Diabetes","Female","J.045-049",118183
"community",2020,"Hospital two","North","Diabetes","Female","K.050-054",140428
"community",2020,"Hospital two","North","Diabetes","Female","L.055-059",152146
"community",2020,"Hospital two","North","Diabetes","Female","M.060-064",236722
"community",2020,"Hospital two","North","Diabetes","Female","N.065-069",223527
"community",2020,"Hospital two","North","Diabetes","Female","O.070-074",324598
"community",2020,"Hospital two","North","Diabetes","Female","P.075-079",237958
"community",2020,"Hospital two","North","Diabetes","Female","Q.080-084",180099
"community",2020,"Hospital two","North","Diabetes","Female","R.085+",192592
"community",2020,"Hospital two","North","Diabetes","Male","A.000-004",50052
"community",2020,"Hospital two","North","Diabetes","Male","B.005-009",49559
"community",2020,"Hospital two","North","Diabetes","Male","C.010-014",55869
"community",2020,"Hospital two","North","Diabetes","Male","D.015-019",52478
"community",2020,"Hospital two","North","Diabetes","Male","E.020-024",55328
"community",2020,"Hospital two","North","Diabetes","Male","F.025-029",72496
"community",2020,"Hospital two","North","Diabetes","Male","G.030-034",81708
"community",2020,"Hospital two","North","Diabetes","Male","H.035-039",86542
"community",2020,"Hospital two","North","Diabetes","Male","I.040-044",90618
"community",2020,"Hospital two","North","Diabetes","Male","J.045-049",125504
"community",2020,"Hospital two","North","Diabetes","Male","K.050-054",133559
"community",2020,"Hospital two","North","Diabetes","Male","L.055-059",186887
"community",2020,"Hospital two","North","Diabetes","Male","M.060-064",167306
"community",2020,"Hospital two","North","Diabetes","Male","N.065-069",239531
"community",2020,"Hospital two","North","Diabetes","Male","O.070-074",272944
"community",2020,"Hospital two","North","Diabetes","Male","P.075-079",173256
"community",2020,"Hospital two","North","Diabetes","Male","Q.080-084",219920
"community",2020,"Hospital two","North","Diabetes","Male","R.085+",159884
"community",2020,"Hospital two","North","Respiratory","Female","A.000-004",31097
"community",2020,"Hospital two","North","Respiratory","Female","B.005-009",20466
"community",2020,"Hospital two","North","Respiratory","Female","C.010-014",27241
"community",2020,"Hospital two","North","Respiratory","Female","D.015-019",27158
"community",2020,"Hospital two","North","Respiratory","Female","E.020-024",27758
"community",2020,"Hospital two","North","Respiratory","Female","F.025-029",33892
"community",2020,"Hospital two","North","Respiratory","Female","G.030-034",39419
"community",2020,"Hospital two","North","Respiratory","Female","H.035-039",44980
"community",2020,"Hospital two","North","Respiratory","Female","I.040-044",46730
"community",2020,"Hospital two","North","Respiratory","Female","J.045-049",70082
"community",2020,"Hospital two","North","Respiratory","Female","K.050-054",83341
"community",2020,"Hospital two","North","Respiratory","Female","L.055-059",93217
"community",2020,"Hospital two","North","Respiratory","Female","M.060-064",93616
"community",2020,"Hospital two","North","Respiratory","Female","N.065-069",129831
"community",2020,"Hospital two","North","Respiratory","Female","O.070-074",126859
"community",2020,"Hospital two","North","Respiratory","Female","P.075-079",130227
"community",2020,"Hospital two","North","Respiratory","Female","Q.080-084",102809
"community",2020,"Hospital two","North","Respiratory","Female","R.085+",102332
"community",2020,"Hospital two","North","Respiratory","Male","A.000-004",30224
"community",2020,"Hospital two","North","Respiratory","Male","B.005-009",21433
"community",2020,"Hospital two","North","Respiratory","Male","C.010-014",26754
"community",2020,"Hospital two","North","Respiratory","Male","D.015-019",25066
"community",2020,"Hospital two","North","Respiratory","Male","E.020-024",24746
"community",2020,"Hospital two","North","Respiratory","Male","F.025-029",32418
"community",2020,"Hospital two","North","Respiratory","Male","G.030-034",32214
"community",2020,"Hospital two","North","Respiratory","Male","H.035-039",42097
"community",2020,"Hospital two","North","Respiratory","Male","I.040-044",44058
"community",2020,"Hospital two","North","Respiratory","Male","J.045-049",61907
"community",2020,"Hospital two","North","Respiratory","Male","K.050-054",71611
"community",2020,"Hospital two","North","Respiratory","Male","L.055-059",95511
"community",2020,"Hospital two","North","Respiratory","Male","M.060-064",118059
"community",2020,"Hospital two","North","Respiratory","Male","N.065-069",102381
"community",2020,"Hospital two","North","Respiratory","Male","O.070-074",141340
"community",2020,"Hospital two","North","Respiratory","Male","P.075-079",110071
"community",2020,"Hospital two","North","Respiratory","Male","Q.080-084",90488
"community",2020,"Hospital two","North","Respiratory","Male","R.085+",94976
"community",2020,"Hospital two","North","Rheumatology","Female","A.000-004",118900
"community",2020,"Hospital two","North","Rheumatology","Female","B.005-009",92341
"community",2020,"Hospital two","North","Rheumatology","Female","C.010-014",120096
"community",2020,"Hospital two","North","Rheumatology","Female","D.015-019",84560
"community",2020,"Hospital two","North","Rheumatology","Female","E.020-024",96781
"community",2020,"Hospital two","North","Rheumatology","Female","F.025-029",139933
"community",2020,"Hospital two","North","Rheumatology","Female","G.030-034",147383
"community",2020,"Hospital two","North","Rheumatology","Female","H.035-039",161866
"community",2020,"Hospital two","North","Rheumatology","Female","I.040-044",184610
"community",2020,"Hospital two","North","Rheumatology","Female","J.045-049",229534
"community",2020,"Hospital two","North","Rheumatology","Female","K.050-054",315483
"community",2020,"Hospital two","North","Rheumatology","Female","L.055-059",418101
"community",2020,"Hospital two","North","Rheumatology","Female","M.060-064",417565
"community",2020,"Hospital two","North","Rheumatology","Female","N.065-069",474369
"community",2020,"Hospital two","North","Rheumatology","Female","O.070-074",468384
"community",2020,"Hospital two","North","Rheumatology","Female","P.075-079",437517
"community",2020,"Hospital two","North","Rheumatology","Female","Q.080-084",452063
"community",2020,"Hospital two","North","Rheumatology","Female","R.085+",296013
"community",2020,"Hospital two","North","Rheumatology","Male","A.000-004",96878
"community",2020,"Hospital two","North","Rheumatology","Male","B.005-009",95001
"community",2020,"Hospital two","North","Rheumatology","Male","C.010-014",103310
"community",2020,"Hospital two","North","Rheumatology","Male","D.015-019",93862
"community",2020,"Hospital two","North","Rheumatology","Male","E.020-024",115378
"community",2020,"Hospital two","North","Rheumatology","Male","F.025-029",100841
"community",2020,"Hospital two","North","Rheumatology","Male","G.030-034",158768
"community",2020,"Hospital two","North","Rheumatology","Male","H.035-039",178462
"community",2020,"Hospital two","North","Rheumatology","Male","I.040-044",176407
"community",2020,"Hospital two","North","Rheumatology","Male","J.045-049",217342
"community",2020,"Hospital two","North","Rheumatology","Male","K.050-054",306081
"community",2020,"Hospital two","North","Rheumatology","Male","L.055-059",368129
"community",2020,"Hospital two","North","Rheumatology","Male","M.060-064",370599
"community",2020,"Hospital two","North","Rheumatology","Male","N.065-069",358087
"community",2020,"Hospital two","North","Rheumatology","Male","O.070-074",449176
"community",2020,"Hospital two","North","Rheumatology","Male","P.075-079",412486
"community",2020,"Hospital two","North","Rheumatology","Male","Q.080-084",351980
"community",2020,"Hospital two","North","Rheumatology","Male","R.085+",358242
"community",2020,"Hospital two","North","Urology","Female","A.000-004",124663
"community",2020,"Hospital two","North","Urology","Female","B.005-009",79555
"community",2020,"Hospital two","North","Urology","Female","C.010-014",89006
"community",2020,"Hospital two","North","Urology","Female","D.015-019",106148
"community",2020,"Hospital two","North","Urology","Female","E.020-024",88609
