"domain","year","hospital_name","region","service_line","sex","age_band","activity"
"acute",2020,"Hospital one","East","Rheumatology","Male","P.075-079",102245
"acute",2020,"Hospital one","East","Rheumatology","Male","Q.080-084",87635
"acute",2020,"Hospital one","East","Rheumatology","Male","R.085+",93216
"acute",2020,"Hospital one","East","Urology","Female","A.000-004",26341
"acute",2020,"Hospital one","East","Urology","Female","B.005-009",22765
"acute",2020,"Hospital one","East","Urology","Female","C.010-014",25891
"acute",2020,"Hospital one","East","Urology","Female","D.015-019",22275
"acute",2020,"Hospital one","East","Urology","Female","E.020-024",24735
"acute",2020,"Hospital one","East","Urology","Female","F.025-029",27740
"acute",2020,"Hospital one","East","Urology","Female","G.030-034",29591
"acute",2020,"Hospital one","East","Urology","Female","H.035-039",35475
"acute",2020,"Hospital one","East","Urology","Female","I.040-044",47948
"acute",2020,"Hospital one","East","Urology","Female","J.045-049",54508
"acute",2020,"Hospital one","East","Urology","Female","K.050-054",59886
"acute",2020,"Hospital one","East","Urology","Female","L.055-059",73778
"acute",2020,"Hospital one","East","Urology","Female","M.060-064",101091
"acute",2020,"Hospital one","East","Urology","Female","N.065-069",94125
"acute",2020,"Hospital one","East","Urology","Female","O.070-074",147205
"acute",2020,"Hospital one","East","Urology","Female","P.075-079",121813
"acute",2020,"Hospital one","East","Urology","Female","Q.080-084",104413
"acute",2020,"Hospital one","East","Urology","Female","R.085+",87472
"acute",2020,"Hospital one","East","Urology","Male","A.000-004",30134
"acute",2020,"Hospital one","East","Urology","Male","B.005-009",23537
"acute",2020,"Hospital one","East","Urology","Male","C.010-014",24494
"acute",2020,"Hospital one","East","Urology","Male","D.015-019",20439
"acute",2020,"Hospital one","East","Urology","Male","E.020-024",23621
"acute",2020,"Hospital one","East","Urology","Male","F.025-029",29468
"acute",2020,"Hospital one","East","Urology","Male","G.030-034",35461
"acute",2020,"Hospital one","East","Urology","Male","H.035-039",35291
"acute",2020,"Hospital one","East","Urology","Male","I.040-044",41372
"acute",2020,"Hospital one","East","Urology","Male","J.045-049",47707
"acute",2020,"Hospital one","East","Urology","Male","K.050-054",67070
"acute",2020,"Hospital one","East","Urology","Male","L.055-059",88308
"acute",2020,"Hospital one","East","Urology","Male","M.060-064",86291
"acute",2020,"Hospital one","East","Urology","Male","N.065-069",85542
"acute",2020,"Hospital one","East","Urology","Male","O.070-074",137050
"acute",2020,"Hospital one","East","Urology","Male","P.075-079",110155
"acute",2020,"Hospital one","East","Urology","Male","Q.080-084",86411
"acute",2020,"Hospital one","East","Urology","Male","R.085+",91129
"acute",2020,"Hospital one","West","Cardiology","Female","A.000-004",38453
"acute",2020,"Hospital one","West","Cardiology","Female","B.005-009",36635
"acute",2020,"Hospital one","West","Cardiology","Female","C.010-014",38874
"acute",2020,"Hospital one","West","Cardiology","Female","D.015-019",33207
"acute",2020,"Hospital one","West","Cardiology","Female","E.020-024",40985
"acute",2020,"Hospital one","West","Cardiology","Female","F.025-029",51186
"acute",2020,"Hospital one","West","Cardiology","Female","G.030-034",50174
"acute",2020,"Hospital one","West","Cardiology","Female","H.035-039",55786
"acute",2020,"Hospital one","West","Cardiology","Female","I.040-044",74666
"acute",2020,"Hospital one","West","Cardiology","Female","J.045-049",91061
"acute",2020,"Hospital one","West","Cardiology","Female","K.050-054",131689
"acute",2020,"Hospital one","West","Cardiology","Female","L.055-059",121342
"acute",2020,"Hospital one","West","Cardiology","Female","M.060-064",130244
"acute",2020,"Hospital one","West","Cardiology","Female","N.065-069",153464
"acute",2020,"Hospital one","West","Cardiology","Female","O.070-074",230118
"acute",2020,"Hospital one","West","Cardiology","Female","P.075-079",143287
"acute",2020,"Hospital one","West","Cardiology","Female","Q.080-084",166871
"acute",2020,"Hospital one","West","Cardiology","Female","R.085+",148209
"acute",2020,"Hospital one","West","Cardiology","Male","A.000-004",45103
"acute",2020,"Hospital one","West","Cardiology","Male","B.005-009",34155
"acute",2020,"Hospital one","West","Cardiology","Male","C.010-014",39335
"acute",2020,"Hospital one","West","Cardiology","Male","D.015-019",39652
"acute",2020,"Hospital one","West","Cardiology","Male","E.020-024",41212
"acute",2020,"Hospital one","West","Cardiology","Male","F.025-029",41958
"acute",2020,"Hospital one","West","Cardiology","Male","G.030-034",50147
"acute",2020,"Hospital one","West","Cardiology","Male","H.035-039",56749
"acute",2020,"Hospital one","West","Cardiology","Male","I.040-044",66836
"acute",2020,"Hospital one","West","Cardiology","Male","J.045-049",82979
"acute",2020,"Hospital one","West","Cardiology","Male","K.050-054",94796
"acute",2020,"Hospital one","West","Cardiology","Male","L.055-059",130715
"acute",2020,"Hospital one","West","Cardiology","Male","M.060-064",128323
"acute",2020,"Hospital one","West","Cardiology","Male","N.065-069",154651
"acute",2020,"Hospital one","West","Cardiology","Male","O.070-074",216836
"acute",2020,"Hospital one","West","Cardiology","Male","P.075-079",181162
"acute",2020,"Hospital one","West","Cardiology","Male","Q.080-084",142600
"acute",2020,"Hospital one","West","Cardiology","Male","R.085+",113350
"acute",2020,"Hospital one","West","Dermatology","Female","A.000-004",47233
"acute",2020,"Hospital one","West","Dermatology","Female","B.005-009",38735
"acute",2020,"Hospital one","West","Dermatology","Female","C.010-014",45887
"acute",2020,"Hospital one","West","Dermatology","Female","D.015-019",43151
"acute",2020,"Hospital one","West","Dermatology","Female","E.020-024",53193
"acute",2020,"Hospital one","West","Dermatology","Female","F.025-029",57303
"acute",2020,"Hospital one","West","Dermatology","Female","G.030-034",67203
"acute",2020,"Hospital one","West","Dermatology","Female","H.035-039",70493
"acute",2020,"Hospital one","West","Dermatology","Female","I.040-044",86950
"acute",2020,"Hospital one","West","Dermatology","Female","J.045-049",112873
"acute",2020,"Hospital one","West","Dermatology","Female","K.050-054",136070
"acute",2020,"Hospital one","West","Dermatology","Female","L.055-059",137262
"acute",2020,"Hospital one","West","Dermatology","Female","M.060-064",143949
"acute",2020,"Hospital one","West","Dermatology","Female","N.065-069",184457
"acute",2020,"Hospital one","West","Dermatology","Female","O.070-074",230877
"acute",2020,"Hospital one","West","Dermatology","Female","P.075-079",174215
"acute",2020,"Hospital one","West","Dermatology","Female","Q.080-084",166594
"acute",2020,"Hospital one","West","Dermatology","Female","R.085+",162841
"acute",2020,"Hospital one","West","Dermatology","Male","A.000-004",45306
"acute",2020,"Hospital one","West","Dermatology","Male","B.005-009",46356
"acute",2020,"Hospital one","West","Dermatology","Male","C.010-014",43167
"acute",2020,"Hospital one","West","Dermatology","Male","D.015-019",46389
"acute",2020,"Hospital one","West","Dermatology","Male","E.020-024",40787
"acute",2020,"Hospital one","West","Dermatology","Male","F.025-029",44871
"acute",2020,"Hospital one","West","Dermatology","Male","G.030-034",54824
"acute",2020,"Hospital one","West","Dermatology","Male","H.035-039",82694
"acute",2020,"Hospital one","West","Dermatology","Male","I.040-044",80082
"acute",2020,"Hospital one","West","Dermatology","Male","J.045-049",111388
"acute",2020,"Hospital one","West","Dermatology","Male","K.050-054",144331
"acute",2020,"Hospital one","West","Dermatology","Male","L.055-059",169356
"acute",2020,"Hospital one","West","Dermatology","Male","M.060-064",168227
"acute",2020,"Hospital one","West","Dermatology","Male","N.065-069",160983
"acute",2020,"Hospital one","West","Dermatology","Male","O.070-074",243553
"acute",2020,"Hospital one","West","Dermatology","Male","P.075-079",188896
"acute",2020,"Hospital one","West","Dermatology","Male","Q.080-084",177605
"acute",2020,"Hospital one","West","Dermatology","Male","R.085+",151188
"acute",2020,"Hospital one","West","Diabetes","Female","A.000-004",19528
"acute",2020,"Hospital one","West","Diabetes","Female","B.005-009",14858
"acute",2020,"Hospital one","West","Diabetes","Female","C.010-014",13049
"acute",2020,"Hospital one","West","Diabetes","Female","D.015-019",15284
"acute",2020,"Hospital one","West","Diabetes","Female","E.020-024",15156
"acute",2020,"Hospital one","West","Diabetes","Female","F.025-029",19132
"acute",2020,"Hospital one","West","Diabetes","Female","G.030-034",20824
"acute",2020,"Hospital one","West","Diabetes","Female","H.035-039",27244
"acute",2020,"Hospital one","West","Diabetes","Female","I.040-044",28297
"acute",2020,"Hospital one","West","Diabetes","Female","J.045-049",35735
"acute",2020,"Hospital one","West","Diabetes","Female","K.050-054",46606
"acute",2020,"Hospital one","West","Diabetes","Female","L.055-059",54635
"acute",2020,"Hospital one","West","Diabetes","Female","M.060-064",60582
"acute",2020,"Hospital one","West","Diabetes","Female","N.065-069",69624
"acute",2020,"Hospital one","West","Diabetes","Female","O.070-074",79145
"acute",2020,"Hospital one","West","Diabetes","Female","P.075-079",56374
"acute",2020,"Hospital one","West","Diabetes","Female","Q.080-084",61831
"acute",2020,"Hospital one","West","Diabetes","Female","R.085+",64335
"acute",2020,"Hospital one","West","Diabetes","Male","A.000-004",14161
"acute",2020,"Hospital one","West","Diabetes","Male","B.005-009",17201
"acute",2020,"Hospital one","West","Diabetes","Male","C.010-014",17809
"acute",2020,"Hospital one","West","Diabetes","Male","D.015-019",14063
"acute",2020,"Hospital one","West","Diabetes","Male","E.020-024",17423
"acute",2020,"Hospital one","West","Diabetes","Male","F.025-029",17578
"acute",2020,"Hospital one","West","Diabetes","Male","G.030-034",24812
"acute",2020,"Hospital one","West","Diabetes","Male","H.035-039",28070
"acute",2020,"Hospital one","West","Diabetes","Male","I.040-044",27119
"acute",2020,"Hospital one","West","Diabetes","Male","J.045-049",34728
"acute",2020,"Hospital one","West","Diabetes","Male","K.050-054",58627
"acute",2020,"Hospital one","West","Diabetes","Male","L.055-059",49911
"acute",2020,"Hospital one","West","Diabetes","Male","M.060-064",55840
"acute",2020,"Hospital one","West","Diabetes","Male","N.065-069",62500
"acute",2020,"Hospital one","West","Diabetes","Male","O.070-074",68157
"acute",2020,"Hospital one","West","Diabetes","Male","P.075-079",77919
"acute",2020,"Hospital one","West","Diabetes","Male","Q.080-084",52832
"acute",2020,"Hospital one","West","Diabetes","Male","R.085+",48424
"acute",2020,"Hospital one","West","Respiratory","Female","A.000-004",7500
"acute",2020,"Hospital one","West","Respiratory","Female","B.005-009",7715
"acute",2020,"Hospital one","West","Respiratory","Female","C.010-014",8179
"acute",2020,"Hospital one","West","Respiratory","Female","D.015-019",6781
"acute",2020,"Hospital one","West","Respiratory","Female","E.020-024",8820
"acute",2020,"Hospital one","West","Respiratory","Female","F.025-029",9895
"acute",2020,"Hospital one","West","Respiratory","Female","G.030-034",9672
"acute",2020,"Hospital one","West","Respiratory","Female","H.035-039",12284
"acute",2020,"Hospital one","West","Respiratory","Female","I.040-044",14367
"acute",2020,"Hospital one","West","Respiratory","Female","J.045-049",16067
"acute",2020,"Hospital one","West","Respiratory","Female","K.050-054",24377
"acute",2020,"Hospital one","West","Respiratory","Female","L.055-059",25305
"acute",2020,"Hospital one","West","Respiratory","Female","M.060-064",30334
"acute",2020,"Hospital one","West","Respiratory","Female","N.065-069",30270
"acute",2020,"Hospital one","West","Respiratory","Female","O.070-074",45689
"acute",2020,"Hospital one","West","Respiratory","Female","P.075-079",37789
"acute",2020,"Hospital one","West","Respiratory","Female","Q.080-084",29879
"acute",2020,"Hospital one","West","Respiratory","Female","R.085+",29891
"acute",2020,"Hospital one","West","Respiratory","Male","A.000-004",6863
"acute",2020,"Hospital one","West","Respiratory","Male","B.005-009",7626
"acute",2020,"Hospital one","West","Respiratory","Male","C.010-014",6252
"acute",2020,"Hospital one","West","Respiratory","Male","D.015-019",8605
"acute",2020,"Hospital one","West","Respiratory","Male","E.020-024",7444
"acute",2020,"Hospital one","West","Respiratory","Male","F.025-029",9999
"acute",2020,"Hospital one","West","Respiratory","Male","G.030-034",9628
"acute",2020,"Hospital one","West","Respiratory","Male","H.035-039",13531
"acute",2020,"Hospital one","West","Respiratory","Male","I.040-044",11856
"acute",2020,"Hospital one","West","Respiratory","Male","J.045-049",18758
"acute",2020,"Hospital one","West","Respiratory","Male","K.050-054",27043
"acute",2020,"Hospital one","West","Respiratory","Male","L.055-059",32475
"acute",2020,"Hospital one","West","Respiratory","Male","M.060-064",31818
"acute",2020,"Hospital one","West","Respiratory","Male","N.065-069",36307
"acute",2020,"Hospital one","West","Respiratory","Male","O.070-074",39376
"acute",2020,"Hospital one","West","Respiratory","Male","P.075-079",35409
"acute",2020,"Hospital one","West","Respiratory","Male","Q.080-084",31254
"acute",2020,"Hospital one","West","Respiratory","Male","R.085+",25953
"acute",2020,"Hospital one","West","Rheumatology","Female","A.000-004",31297
"acute",2020,"Hospital one","West","Rheumatology","Female","B.005-009",29777
"acute",2020,"Hospital one","West","Rheumatology","Female","C.010-014",22762
"acute",2020,"Hospital one","West","Rheumatology","Female","D.015-019",26024
"acute",2020,"Hospital one","West","Rheumatology","Female","E.020-024",33553
"acute",2020,"Hospital one","West","Rheumatology","Female","F.025-029",38342
"acute",2020,"Hospital one","West","Rheumatology","Female","G.030-034",43107
"acute",2020,"Hospital one","West","Rheumatology","Female","H.035-039",47095
"acute",2020,"Hospital one","West","Rheumatology","Female","I.040-044",47048
"acute",2020,"Hospital one","West","Rheumatology","Female","J.045-049",65919
"acute",2020,"Hospital one","West","Rheumatology","Female","K.050-054",91878
"acute",2020,"Hospital one","West","Rheumatology","Female","L.055-059",103155
"acute",2020,"Hospital one","West","Rheumatology","Female","M.060-064",104263
"acute",2020,"Hospital one","West","Rheumatology","Female","N.065-069",145668
"acute",2020,"Hospital one","West","Rheumatology","Female","O.070-074",164495
"acute",2020,"Hospital one","West","Rheumatology","Female","P.075-079",176597
"acute",2020,"Hospital one","West","Rheumatology","Female","Q.080-084",127942
"acute",2020,"Hospital one","West","Rheumatology","Female","R.085+",105267
"acute",2020,"Hospital one","West","Rheumatology","Male","A.000-004",31503
"acute",2020,"Hospital one","West","Rheumatology","Male","B.005-009",24853
"acute",2020,"Hospital one","West","Rheumatology","Male","C.010-014",27470
"acute",2020,"Hospital one","West","Rheumatology","Male","D.015-019",26460
"acute",2020,"Hospital one","West","Rheumatology","Male","E.020-024",25816
"acute",2020,"Hospital one","West","Rheumatology","Male","F.025-029",38737
"acute",2020,"Hospital one","West","Rheumatology","Male","G.030-034",38910
"acute",2020,"Hospital one","West","Rheumatology","Male","H.035-039",49733
"acute",2020,"Hospital one","West","Rheumatology","Male","I.040-044",51397
"acute",2020,"Hospital one","West","Rheumatology","Male","J.045-049",70951
"acute",2020,"Hospital one","West","Rheumatology","Male","K.050-054",63939
"acute",2020,"Hospital one","West","Rheumatology","Male","L.055-059",102252
"acute",2020,"Hospital one","West","Rheumatology","Male","M.060-064",123316
"acute",2020,"Hospital one","West","Rheumatology","Male","N.065-069",127446
"acute",2020,"Hospital one","West","Rheumatology","Male","O.070-074",155214
"acute",2020,"Hospital one","West","Rheumatology","Male","P.075-079",112167
"acute",2020,"Hospital one","West","Rheumatology","Male","Q.080-084",112745
"acute",2020,"Hospital one","West","Rheumatology","Male","R.085+",106380
"acute",2020,"Hospital one","West","Urology","Female","A.000-004",27567
"acute",2020,"Hospital one","West","Urology","Female","B.005-009",28438
"acute",2020,"Hospital one","West","Urology","Female","C.010-014",23375
"acute",2020,"Hospital one","West","Urology","Female","D.015-019",28175
"acute",2020,"Hospital one","West","Urology","Female","E.020-024",28523
"acute",2020,"Hospital one","West","Urology","Female","F.025-029",30743
"acute",2020,"Hospital one","West","Urology","Female","G.030-034",43272
"acute",2020,"Hospital one","West","Urology","Female","H.035-039",44070
"acute",2020,"Hospital one","West","Urology","Female","I.040-044",54865
"acute",2020,"Hospital one","West","Urology","Female","J.045-049",57100
"acute",2020,"Hospital one","West","Urology","Female","K.050-054",93767
"acute",2020,"Hospital one","West","Urology","Female","L.055-059",94539
"acute",2020,"Hospital one","West","Urology","Female","M.060-064",108337
"acute",2020,"Hospital one","West","Urology","Female","N.065-069",111737
"acute",2020,"Hospital one","West","Urology","Female","O.070-074",146386
"acute",2020,"Hospital one","West","Urology","Female","P.075-079",153870
"acute",2020,"Hospital one","West","Urology","Female","Q.080-084",116349
"acute",2020,"Hospital one","West","Urology","Female","R.085+",98331
"acute",2020,"Hospital one","West","Urology","Male","A.000-004",29053
"acute",2020,"Hospital one","West","Urology","Male","B.005-009",24651
"acute",2020,"Hospital one","West","Urology","Male","C.010-014",26371
"acute",2020,"Hospital one","West","Urology","Male","D.015-019",32903
"acute",2020,"Hospital one","West","Urology","Male","E.020-024",36936
"acute",2020,"Hospital one","West","Urology","Male","F.025-029",36041
"acute",2020,"Hospital one","West","Urology","Male","G.030-034",44646
"acute",2020,"Hospital one","West","Urology","Male","H.035-039",46243
"acute",2020,"Hospital one","West","Urology","Male","I.040-044",41965
"acute",2020,"Hospital one","West","Urology","Male","J.045-049",67304
"acute",2020,"Hospital one","West","Urology","Male","K.050-054",74592
"acute",2020,"Hospital one","West","Urology","Male","L.055-059",89561
"acute",2020,"Hospital one","West","Urology","Male","M.060-064",110342
"acute",2020,"Hospital one","West","Urology","Male","N.065-069",146945
"acute",2020,"Hospital one","West","Urology","Male","O.070-074",154759
"acute",2020,"Hospital one","West","Urology","Male","P.075-079",113423
"acute",2020,"Hospital one","West","Urology","Male","Q.080-084",89619
"acute",2020,"Hospital one","West","Urology","Male","R.085+",108596
"acute",2020,"Hospital two","North","Cardiology","Female","A.000-004",29244
"acute",2020,"Hospital two","North","Cardiology","Female","B.005-009",21460
"acute",2020,"Hospital two","North","Cardiology","Female","C.010-014",26248
"acute",2020,"Hospital two","North","Cardiology","Female","D.015-019",25202
"acute",2020,"Hospital two","North","Cardiology","Female","E.020-024",25402
"acute",2020,"Hospital two","North","Cardiology","Female","F.025-029",28887
"acute",2020,"Hospital two","North","Cardiology","Female","G.030-034",35386
"acute",2020,"Hospital two","North","Cardiology","Female","H.035-039",39874
"acute",2020,"Hospital two","North","Cardiology","Female","I.040-044",47021
"acute",2020,"Hospital two","North","Cardiology","Female","J.045-049",58474
"acute",2020,"Hospital two","North","Cardiology","Female","K.050-054",74936
"acute",2020,"Hospital two","North","Cardiology","Female","L.055-059",77956
"acute",2020,"Hospital two","North","Cardiology","Female","M.060-064",78005
"acute",2020,"Hospital two","North","Cardiology","Female","N.065-069",112795
"acute",2020,"Hospital two","North","Cardiology","Female","O.070-074",146664
"acute",2020,"Hospital two","North","Cardiology","Female","P.075-079",111870
"acute",2020,"Hospital two","North","Cardiology","Female","Q.080-084",77671
"acute",2020,"Hospital two","North","Cardiology","Female","R.085+",82603
"acute",2020,"Hospital two","North","Cardiology","Male","A.000-004",26153
"acute",2020,"Hospital two","North","Cardiology","Male","B.005-009",25768
"acute",2020,"Hospital two","North","Cardiology","Male","C.010-014",25930
"acute",2020,"Hospital two","North","Cardiology","Male","D.015-019",24303
"acute",2020,"Hospital two","North","Cardiology","Male","E.020-024",25301
"acute",2020,"Hospital two","North","Cardiology","Male","F.025-029",28681
"acute",2020,"Hospital two","North","Cardiology","Male","G.030-034",36431
"acute",2020,"Hospital two","North","Cardiology","Male","H.035-039",39336
"acute",2020,"Hospital two","North","Cardiology","Male","I.040-044",41408
"acute",2020,"Hospital two","North","Cardiology","Male","J.045-049",60452
"acute",2020,"Hospital two","North","Cardiology","Male","K.050-054",79994
"acute",2020,"Hospital two","North","Cardiology","Male","L.055-059",90256
"acute",2020,"Hospital two","North","Cardiology","Male","M.060-064",85328
"acute",2020,"Hospital two","North","Cardiology","Male","N.065-069",101936
"acute",2020,"Hospital two","North","Cardiology","Male","O.070-074",120717
"acute",2020,"Hospital two","North","Cardiology","Male","P.075-079",120903
"acute",2020,"Hospital two","North","Cardiology","Male","Q.080-084",103073
"acute",2020,"Hospital two","North","Cardiology","Male","R.085+",86657
"acute",2020,"Hospital two","North","Dermatology","Female","A.000-004",34338
"acute",2020,"Hospital two","North","Dermatology","Female","B.005-009",23608
"acute",2020,"Hospital two","North","Dermatology","Female","C.010-014",32228
"acute",2020,"Hospital two","North","Dermatology","Female","D.015-019",25427
"acute",2020,"Hospital two","North","Dermatology","Female","E.020-024",22497
"acute",2020,"Hospital two","North","Dermatology","Female","F.025-029",35895
"acute",2020,"Hospital two","North","Dermatology","Female","G.030-034",40406
"acute",2020,"Hospital two","North","Dermatology","Female","H.035-039",45936
"acute",2020,"Hospital two","North","Dermatology","Female","I.040-044",46582
"acute",2020,"Hospital two","North","Dermatology","Female","J.045-049",55902
"acute",2020,"Hospital two","North","Dermatology","Female","K.050-054",93837
"acute",2020,"Hospital two","North","Dermatology","Female","L.055-059",78897
"acute",2020,"Hospital two","North","Dermatology","Female","M.060-064",110472
"acute",2020,"Hospital two","North","Dermatology","Female","N.065-069",133516
"acute",2020,"Hospital two","North","Dermatology","Female","O.070-074",152463
"acute",2020,"Hospital two","North","Dermatology","Female","P.075-079",145276
"acute",2020,"Hospital two","North","Dermatology","Female","Q.080-084",119857
"acute",2020,"Hospital two","North","Dermatology","Female","R.085+",115777
"acute",2020,"Hospital two","North","Dermatology","Male","A.000-004",35445
"acute",2020,"Hospital two","North","Dermatology","Male","B.005-009",28532
"acute",2020,"Hospital two","North","Dermatology","Male","C.010-014",29937
"acute",2020,"Hospital two","North","Dermatology","Male","D.015-019",34672
"acute",2020,"Hospital two","North","Dermatology","Male","E.020-024",21490
"acute",2020,"Hospital two","North","Dermatology","Male","F.025-029",35723
"acute",2020,"Hospital two","North","Dermatology","Male","G.030-034",44151
"acute",2020,"Hospital two","North","Dermatology","Male","H.035-039",40701
"acute",2020,"Hospital two","North","Dermatology","Male","I.040-044",47097
"acute",2020,"Hospital two","North","Dermatology","Male","J.045-049",59904
"acute",2020,"Hospital two","North","Dermatology","Male","K.050-054",104581
"acute",2020,"Hospital two","North","Dermatology","Male","L.055-059",110111
"acute",2020,"Hospital two","North","Dermatology","Male","M.060-064",110390
"acute",2020,"Hospital two","North","Dermatology","Male","N.065-069",126613
"acute",2020,"Hospital two","North","Dermatology","Male","O.070-074",139353
"acute",2020,"Hospital two","North","Dermatology","Male","P.075-079",123392
"acute",2020,"Hospital two","North","Dermatology","Male","Q.080-084",98884
"acute",2020,"Hospital two","North","Dermatology","Male","R.085+",116896
"acute",2020,"Hospital two","North","Diabetes","Female","A.000-004",12178
"acute",2020,"Hospital two","North","Diabetes","Female","B.005-009",9060
"acute",2020,"Hospital two","North","Diabetes","Female","C.010-014",8149
"acute",2020,"Hospital two","North","Diabetes","Female","D.015-019",9990
"acute",2020,"Hospital two","North","Diabetes","Female","E.020-024",11717
"acute",2020,"Hospital two","North","Diabetes","Female","F.025-029",14795
"acute",2020,"Hospital two","North","Diabetes","Female","G.030-034",16283
"acute",2020,"Hospital two","North","Diabetes","Female","H.035-039",18556
"acute",2020,"Hospital two","North","Diabetes","Female","I.040-044",17533
"acute",2020,"Hospital two","North","Diabetes","Female","J.045-049",23637
"acute",2020,"Hospital two","North","Diabetes","Female","K.050-054",28086
"acute",2020,"Hospital two","North","Diabetes","Female","L.055-059",30429
"acute",2020,"Hospital two","North","Diabetes","Female","M.060-064",47344
"acute",2020,"Hospital two","North","Diabetes","Female","N.065-069",44705
"acute",2020,"Hospital two","North","Diabetes","Female","O.070-074",64920
"acute",2020,"Hospital two","North","Diabetes","Female","P.075-079",47592
"acute",2020,"Hospital two","North","Diabetes","Female","Q.080-084",36020
"acute",2020,"Hospital two","North","Diabetes","Female","R.085+",38518
"acute",2020,"Hospital two","North","Diabetes","Male","A.000-004",10010
"acute",2020,"Hospital two","North","Diabetes","Male","B.005-009",9912
"acute",2020,"Hospital two","North","Diabetes","Male","C.010-014",11174
"acute",2020,"Hospital two","North","Diabetes","Male","D.015-019",10496
"acute",2020,"Hospital two","North","Diabetes","Male","E.020-024",11066
"acute",2020,"Hospital two","North","Diabetes","Male","F.025-029",14499
"acute",2020,"Hospital two","North","Diabetes","Male","G.030-034",16342
"acute",2020,"Hospital two","North","Diabetes","Male","H.035-039",17308
"acute",2020,"Hospital two","North","Diabetes","Male","I.040-044",18124
"acute",2020,"Hospital two","North","Diabetes","Male","J.045-049",25101
"acute",2020,"Hospital two","North","Diabetes","Male","K.050-054",26712
"acute",2020,"Hospital two","North","Diabetes","Male","L.055-059",37377
"acute",2020,"Hospital two","North","Diabetes","Male","M.060-064",33461
"acute",2020,"Hospital two","North","Diabetes","Male","N.065-069",47906
"acute",2020,"Hospital two","North","Diabetes","Male","O.070-074",54589
"acute",2020,"Hospital two","North","Diabetes","Male","P.075-079",34651
"acute",2020,"Hospital two","North","Diabetes","Male","Q.080-084",43984
"acute",2020,"Hospital two","North","Diabetes","Male","R.085+",31977
"acute",2020,"Hospital two","North","Respiratory","Female","A.000-004",6219
"acute",2020,"Hospital two","North","Respiratory","Female","B.005-009",4093
"acute",2020,"Hospital two","North","Respiratory","Female","C.010-014",5448
"acute",2020,"Hospital two","North","Respiratory","Female","D.015-019",5432
"acute",2020,"Hospital two","North","Respiratory","Female","E.020-024",5552
"acute",2020,"Hospital two","North","Respiratory","Female","F.025-029",6778
"acute",2020,"Hospital two","North","Respiratory","Female","G.030-034",7884
"acute",2020,"Hospital two","North","Respiratory","Female","H.035-039",8996
"acute",2020,"Hospital two","North","Respiratory","Female","I.040-044",9346
"acute",2020,"Hospital two","North","Respiratory","Female","J.045-049",14016
"acute",2020,"Hospital two","North","Respiratory","Female","K.050-054",16668
"acute",2020,"Hospital two","North","Respiratory","Female","L.055-059",18643
"acute",2020,"Hospital two","North","Respiratory","Female","M.060-064",18723
"acute",2020,"Hospital two","North","Respiratory","Female","N.065-069",25966
"acute",2020,"Hospital two","North","Respiratory","Female","O.070-074",25372
"acute",2020,"Hospital two","North","Respiratory","Female","P.075-079",26045
"acute",2020,"Hospital two","North","Respiratory","Female","Q.080-084",20562
"acute",2020,"Hospital two","North","Respiratory","Female","R.085+",20466
"acute",2020,"Hospital two","North","Respiratory","Male","A.000-004",6045
"acute",2020,"Hospital two","North","Respiratory","Male","B.005-009",4287
"acute",2020,"Hospital two","North","Respiratory","Male","C.010-014",5351
"acute",2020,"Hospital two","North","Respiratory","Male","D.015-019",5013
"acute",2020,"Hospital two","North","Respiratory","Male","E.020-024",4949
"acute",2020,"Hospital two","North","Respiratory","Male","F.025-029",6484
"acute",2020,"Hospital two","North","Respiratory","Male","G.030-034",6443
"acute",2020,"Hospital two","North","Respiratory","Male","H.035-039",8419
"acute",2020,"Hospital two","North","Respiratory","Male","I.040-044",8812
"acute",2020,"Hospital two","North","Respiratory","Male","J.045-049",12381
"acute",2020,"Hospital two","North","Respiratory","Male","K.050-054",14322
"acute",2020,"Hospital two","North","Respiratory","Male","L.055-059",19102
"acute",2020,"Hospital two","North","Respiratory","Male","M.060-064",23612
"acute",2020,"Hospital two","North","Respiratory","Male","N.065-069",20476
"acute",2020,"Hospital two","North","Respiratory","Male","O.070-074",28268
"acute",2020,"Hospital two","North","Respiratory","Male","P.075-079",22014
"acute",2020,"Hospital two","North","Respiratory","Male","Q.080-084",18098
"acute",2020,"Hospital two","North","Respiratory","Male","R.085+",18995
"acute",2020,"Hospital two","North","Rheumatology","Female","A.000-004",23780
"acute",2020,"Hospital two","North","Rheumatology","Female","B.005-009",18468
"acute",2020,"Hospital two","North","Rheumatology","Female","C.010-014",24019
"acute",2020,"Hospital two","North","Rheumatology","Female","D.015-019",16912
"acute",2020,"Hospital two","North","Rheumatology","Female","E.020-024",19356
"acute",2020,"Hospital two","North","Rheumatology","Female","F.025-029",27987
"acute",2020,"Hospital two","North","Rheumatology","Female","G.030-034",29477
"acute",2020,"Hospital two","North","Rheumatology","Female","H.035-039",32373
"acute",2020,"Hospital two","North","Rheumatology","Female","I.040-044",36922
"acute",2020,"Hospital two","North","Rheumatology","Female","J.045-049",45907
"acute",2020,"Hospital two","North","Rheumatology","Female","K.050-054",63097
"acute",2020,"Hospital two","North","Rheumatology","Female","L.055-059",83620
"acute",2020,"Hospital two","North","Rheumatology","Female","M.060-064",83513
"acute",2020,"Hospital two","North","Rheumatology","Female","N.065-069",94874
